credit_limit,gender,education,marital_status,age,pay_status_1,pay_status_2,pay_status_3,pay_status_4,pay_status_5,pay_status_6,bill_amount_1,bill_amount_2,bill_amount_3,bill_amount_4,bill_amount_5,bill_amount_6,payment_amount_1,payment_amount_2,payment_amount_3,payment_amount_4,payment_amount_5,payment_amount_6,default_next_month,num_delayed_payments,max_payment_delay,avg_payment_delay,recent_payment_delay,avg_bill_amount,avg_payment_amount,total_bill_amount,total_payment_amount,payment_to_bill_ratio,credit_utilization,avg_positive_bill,payment_std,recent_payment_amount,recent_bill_amount,recent_payment_ratio,payment_behavior_score,payment_success,payment_failure
20000,1,3,2,24,0,0,0,0,0,0,3724,5646,6808,14046,13924,16924,2000,1262,7500,278,3000,0,0,0,0,0.0,0,10178.666666666666,2340.0,61072,14040,0.22989258580036678,0.5089333333333333,10178.666666666666,2759.2146708801038,2000,3724,0.5370569280343717,1.0,1,0
20000,1,2,2,22,0,0,-1,0,0,0,20813,19666,20076,19875,19659,19310,1000,20700,2000,800,465,1000,0,0,0,0.0,0,19899.833333333332,4327.5,119399,25965,0.2174641328654344,0.9949916666666666,19899.833333333332,8037.197117154711,1000,20813,0.048046893768317875,1.0,1,0
100000,1,3,2,25,0,0,0,0,0,0,76068,69334,54883,55383,36095,31322,2895,2088,1511,1124,1053,1009,0,0,0,0.0,0,53847.5,1613.3333333333333,323085,9680,0.029961155733011436,0.538475,53847.5,747.9424220263661,2895,76068,0.03805805332071305,1.0,1,0
190000,1,2,2,29,0,0,0,0,0,0,185222,163336,157158,149423,115038,97756,5836,6358,5487,4038,3803,3042,0,0,0,0.0,0,144655.5,4760.666666666667,867933,28564,0.03291037441830187,0.7613447368421052,144655.5,1313.663833203406,5836,185222,0.031508136182526916,1.0,1,0
50000,1,2,2,22,0,0,0,0,0,-1,47871,44546,28628,19502,1971,7538,1546,1519,1035,296,20300,1000,0,0,0,0.0,0,25009.333333333332,4282.666666666667,150056,25696,0.1712427360452098,0.5001866666666667,25009.333333333332,7860.011645453628,1546,47871,0.032295126485763825,1.0,1,0
20000,1,3,2,24,1,3,2,0,0,3,14665,14146,13634,14401,16257,15713,0,0,1300,2101,0,0,1,4,3,1.5,1,14802.666666666666,566.8333333333334,88816,3401,0.03829264997297784,0.7401333333333333,14802.666666666666,913.9366316472202,0,14665,0.0,0.8125,0,1
70000,1,2,1,26,1,2,0,0,0,0,8587,9386,9456,9528,7481,7794,1100,1178,1250,300,400,250,0,2,2,0.5,1,8705.333333333334,746.3333333333334,52232,4478,0.08573288405575126,0.12436190476190477,8705.333333333334,475.52146814488475,1100,8587,0.12810061721206475,0.9375,1,0
50000,1,2,2,24,0,0,0,-1,0,0,52359,51158,3957,52522,31921,29265,2064,1053,53874,1009,934,719,0,0,0,0.0,0,36863.666666666664,9942.166666666666,221182,59653,0.2697009702417014,0.7372733333333333,36863.666666666664,21527.21120272356,2064,52359,0.03942015699306709,1.0,1,0
20000,1,2,2,25,1,2,0,0,-1,0,20873,20240,20365,19565,9928,12758,4,1378,1203,15460,3000,2000,1,2,2,0.5,1,17288.166666666668,3840.8333333333335,103729,23045,0.22216545035621668,0.8644083333333334,17288.166666666668,5776.602891550246,4,20873,0.00019163512671872756,0.9375,0,1
20000,1,1,2,24,-1,-1,-1,-1,0,-1,720,100,1192,7804,6200,3982,100,1192,7807,124,3982,1156,1,0,0,0.0,0,3333.0,2393.5,19998,14361,0.7181218121812181,0.16665,3333.0,3007.1613026241207,100,720,0.1388888888888889,1.0,0,1
20000,1,2,2,24,0,0,0,0,0,0,10768,12087,13115,14190,14328,14629,1502,1530,1600,670,680,686,0,0,0,0.0,0,13186.166666666666,1111.3333333333333,79117,6668,0.084280243184145,0.6593083333333333,13186.166666666666,475.06406585498195,1502,10768,0.13948736998514116,1.0,1,0
50000,1,2,2,24,-1,0,0,0,2,0,48846,48136,72898,36103,29384,29356,1904,3700,5396,6,1003,1449,0,1,2,0.3333333333333333,0,44120.5,2243.0,264723,13458,0.05083804580637119,0.88241,44120.5,1967.3019087064395,1904,48846,0.03897965032960734,0.9583333333333334,1,0
20000,1,1,2,23,0,0,0,0,0,0,10242,18778,19065,18025,17414,17068,10000,1300,1300,609,700,1809,0,0,0,0.0,0,16765.333333333332,2619.6666666666665,100592,15718,0.15625497057420074,0.8382666666666666,16765.333333333332,3642.4563506879076,10000,10242,0.9763718023823472,1.0,1,0
50000,1,2,2,23,1,-2,-2,-1,-1,-2,0,0,0,1000,0,0,0,0,1000,0,0,0,0,1,1,0.16666666666666666,1,166.66666666666666,166.66666666666666,1000,1000,1.0,0.003333333333333333,166.66666666666666,408.248290463863,0,0,0.0,0.9791666666666666,1,0
50000,1,2,2,24,1,2,0,0,-1,-1,5784,3392,2182,0,2092,-2272,0,1000,0,2092,0,0,0,2,2,0.5,1,1863.0,515.3333333333334,11178,3092,0.27661477903023796,0.04483333333333333,2241.6666666666665,869.8337005811321,0,5784,0.0,0.9375,1,0
20000,1,1,2,24,1,-1,-1,-2,-1,-1,255,541,275,329,544,190,541,275,329,544,190,241,0,1,1,0.16666666666666666,1,355.6666666666667,353.3333333333333,2134,2120,0.993439550140581,0.017783333333333335,355.6666666666667,153.3605772898194,541,255,2.1215686274509804,0.9791666666666666,1,0
20000,1,2,2,25,1,2,-1,-1,0,0,12589,716,243,19853,20157,20182,0,1000,20000,1000,720,1800,0,2,2,0.5,1,12290.0,4086.6666666666665,73740,24520,0.3325196636832113,0.6145,12290.0,7817.33117289185,0,12589,0.0,0.9375,1,0
50000,1,2,2,25,0,0,0,0,0,0,46980,47809,49040,29662,28360,28831,1910,2141,1763,1161,1077,1167,1,0,0,0.0,0,38447.0,1536.5,230682,9219,0.03996410643223138,0.76894,38447.0,457.14231919611206,1910,46980,0.040655598126862494,1.0,0,1
70000,1,1,2,25,0,-1,0,0,0,0,23799,9000,11818,12889,9043,26713,9000,7000,5000,4043,5000,0,0,0,0,0.0,0,15543.666666666666,5007.166666666667,93262,30043,0.32213548926679675,0.22205238095238095,15543.666666666666,3030.3643620308544,9000,23799,0.3781671498802471,1.0,1,0
20000,1,2,2,27,0,0,0,0,0,0,12546,13830,14599,15650,15964,17204,1500,1300,1300,574,1500,0,1,0,0,0.0,0,14965.5,1029.0,89793,6174,0.06875814373058034,0.748275,14965.5,609.3324215893981,1500,12546,0.11956001912960305,1.0,0,1
20000,1,2,1,24,1,4,3,2,2,2,17611,18038,17473,16900,17690,18255,1000,0,0,1376,1000,649,0,6,4,2.3333333333333335,1,17661.166666666668,670.8333333333334,105967,4025,0.03798352317230836,0.8830583333333334,17661.166666666668,568.2381249675761,1000,17611,0.056782692635284765,0.7083333333333333,1,0
20000,1,2,2,23,0,0,0,0,0,0,20432,16941,18066,19259,20071,19800,1280,1405,1598,1410,1021,0,0,0,0,0.0,0,19094.833333333332,1119.0,114569,6714,0.05860223969834772,0.9547416666666666,19094.833333333332,580.2764858237838,1280,20432,0.06264682850430697,1.0,1,0
20000,1,2,2,25,0,0,0,0,0,0,17286,18199,18559,19068,19053,16500,1594,1344,1243,618,579,778,1,0,0,0.0,0,18110.833333333332,1026.0,108665,6156,0.05665117563152809,0.9055416666666666,18110.833333333332,423.9372595089986,1594,17286,0.09221335184542405,1.0,0,1
220000,1,1,2,26,0,0,0,0,0,0,44432,128967,96750,71616,65415,57914,100000,18720,37800,7096,12000,25000,0,0,0,0.0,0,77515.66666666667,33436.0,465094,200616,0.4313450614284424,0.35234393939393943,77515.66666666667,34324.43747536148,100000,44432,2.250630176449406,1.0,1,0
120000,1,2,2,25,1,2,2,2,2,0,63119,61304,54675,52206,10325,8992,2200,1828,500,0,500,1000,1,5,2,1.5,1,41770.166666666664,1004.6666666666666,250621,6028,0.024052254200565795,0.3480847222222222,41770.166666666664,851.5225579317713,2200,63119,0.034854798079817485,0.8125,0,1
140000,1,1,2,26,0,0,-2,-2,-1,-1,17376,4879,6266,4379,420,0,4907,6284,4392,420,0,245,0,0,0,0.0,0,5553.333333333333,2708.0,33320,16248,0.4876350540216086,0.03966666666666666,5553.333333333333,2796.2049281123873,4907,17376,0.2824010128913444,1.0,1,0
50000,1,1,2,27,0,0,2,0,0,2,48215,44175,83132,42079,44781,45619,4007,0,1706,3408,1700,0,0,2,2,0.6666666666666666,0,51333.5,1803.5,308001,10821,0.03513300281492593,1.02667,51333.5,1670.6451149181864,4007,48215,0.08310691693456393,0.9166666666666666,1,0
50000,1,2,2,25,0,0,0,0,0,0,47034,48442,49173,49290,48910,48910,2500,2200,1700,1000,0,0,0,0,0,0.0,0,48626.5,1233.3333333333333,291759,7400,0.025363399243896502,0.97253,48626.5,1081.9735055289786,2500,47034,0.053153038227665095,1.0,1,0
10000,1,2,2,26,1,-1,0,0,0,0,7140,8489,9488,9129,9479,9523,11153,1152,1150,500,345,387,0,1,1,0.16666666666666666,1,8874.666666666666,2447.8333333333335,53248,14687,0.2758225661057692,0.8874666666666666,8874.666666666666,4280.338277130286,11153,7140,1.5620448179271709,0.9791666666666666,1,0
50000,1,1,2,25,0,0,0,0,0,0,18164,19456,20486,21241,21788,23281,1900,1645,1400,900,2000,0,0,0,0,0.0,0,20736.0,1307.5,124416,7845,0.06305459104938271,0.41472,20736.0,752.1552366366932,1900,18164,0.10460251046025104,1.0,1,0
50000,1,2,2,26,0,0,0,0,0,0,25126,26697,28222,27180,27979,28926,2000,2000,2000,1500,1500,1000,0,0,0,0.0,0,27355.0,1666.6666666666667,164130,10000,0.060927313714738314,0.5471,27355.0,408.24829046386304,2000,25126,0.07959882193743532,1.0,1,0
20000,1,1,2,25,0,0,0,0,0,0,26694,10298,9768,8798,9404,6864,1200,2000,2000,1000,1000,1000,0,0,0,0.0,0,11971.0,1366.6666666666667,71826,8200,0.11416478712443962,0.59855,11971.0,496.655480858378,1200,26694,0.04495392222971454,1.0,1,0
200000,1,1,2,26,-2,-2,-2,-2,-2,-2,-4,909,6737,6012,5167,3132,913,6737,6031,5167,3132,2290,0,0,0,0.0,0,3658.8333333333335,4045.0,21953,24270,1.1055436614585705,0.0182975,3659.5,2287.923163045473,913,-4,0.0,1.0,1,0
40000,1,1,2,26,0,0,0,0,0,0,21651,19279,19076,15838,17616,11081,5009,5000,1560,7000,497,2000,0,0,0,0.0,0,17423.5,3511.0,104541,21066,0.20150945562028294,0.4355875,17423.5,2522.2198159557784,5009,21651,0.2313519006050529,1.0,1,0
30000,1,2,2,23,0,0,2,2,0,0,14404,32852,17113,4818,4818,0,3196,2000,0,0,0,0,0,2,2,0.6666666666666666,0,12334.166666666666,866.0,74005,5196,0.07021147219782448,0.4111388888888889,12334.166666666666,1393.892391829441,3196,14404,0.22188281033046375,0.9166666666666666,1,0
20000,1,2,2,23,2,0,0,2,0,0,15789,16831,20404,19621,14051,0,1610,4183,0,281,0,0,1,2,2,0.6666666666666666,2,14449.333333333334,1012.3333333333334,86696,6074,0.0700609024637815,0.7224666666666667,14449.333333333334,1674.4931969604015,1610,15789,0.10196972575843942,0.9166666666666666,0,1
50000,1,2,2,23,0,0,0,-1,0,0,51274,50474,49724,48437,18712,19129,4175,41000,51705,700,718,700,0,0,0,0.0,0,39625.0,16499.666666666668,237750,98998,0.41639537329127235,0.7925,39625.0,23408.969107303008,4175,51274,0.08142528376955183,1.0,1,0
20000,1,3,2,24,-1,2,-1,-1,-1,-1,546,48,498,449,1651,1114,0,948,449,1700,1114,0,0,1,2,0.3333333333333333,0,717.6666666666666,701.8333333333334,4306,4211,0.9779377612633534,0.03588333333333333,717.6666666666666,674.667448945528,0,546,0.0,0.9583333333333334,1,0
130000,1,2,2,25,0,0,0,0,0,2,72850,74937,75900,74982,79701,81282,3300,2800,3000,6000,3000,0,0,1,2,0.3333333333333333,0,76608.66666666667,3016.6666666666665,459652,18100,0.03937761610957855,0.5892974358974359,76608.66666666667,1904.1183436610936,3300,72850,0.045298558682223745,0.9583333333333334,1,0
160000,1,2,2,25,0,0,0,0,0,0,4071,4554,4770,5494,4586,4686,1060,1276,1000,92,100,1000,0,0,0,0.0,0,4693.5,754.6666666666666,28161,4528,0.16078974468236212,0.029334375,4693.5,520.2132895905935,1060,4071,0.2603782854335544,1.0,1,0
110000,1,2,2,25,0,-1,0,0,-1,-1,54165,88490,99595,99055,30328,24564,88490,30000,40000,30328,24564,42000,0,0,0,0.0,0,66032.83333333333,42563.666666666664,396197,255382,0.6445833764516137,0.6002984848484848,66032.83333333333,23442.11363906136,88490,54165,1.6337118065171237,1.0,1,0
50000,1,2,2,37,0,0,0,0,0,0,16029,17039,18064,19076,19453,19862,1281,1306,1318,695,721,1018,1,0,0,0.0,0,18253.833333333332,1056.5,109523,6339,0.05787825388274609,0.36507666666666666,18253.833333333332,291.80729942892106,1281,16029,0.07991764926071496,1.0,0,1
50000,1,2,2,25,0,0,4,3,2,2,29206,53086,51981,50805,51518,50713,25000,0,0,1800,108,2400,0,4,4,1.8333333333333333,0,47884.833333333336,4884.666666666667,287309,29308,0.10200863878263472,0.9576966666666668,47884.833333333336,9908.096218076742,25000,29206,0.8559884955146203,0.7708333333333334,1,0
240000,1,2,2,26,0,0,0,0,0,0,27967,28707,27970,187880,169261,148519,10016,2081,169267,5062,4608,5096,0,0,0,0.0,0,98384.0,32688.333333333332,590304,196130,0.332252534287418,0.4099333333333333,98384.0,66959.13979933334,10016,27967,0.35813637501340867,1.0,1,0
20000,1,2,2,27,0,0,0,0,-2,-2,2003,2948,3372,0,0,0,1086,1000,0,0,0,0,0,0,0,0.0,0,1387.1666666666667,347.6666666666667,8323,2086,0.25063078216989065,0.06935833333333334,1387.1666666666667,539.2890381480664,1086,2003,0.5421867199201198,1.0,1,0
500000,1,3,2,30,-1,0,0,0,-1,-1,1092,5227,5453,5540,6263,1831,4303,1096,1020,6315,1833,9649,0,0,0,0.0,0,4234.333333333333,4036.0,25406,24216,0.9531606707077068,0.008468666666666666,4234.333333333333,3445.6919189039522,4303,1092,3.9404761904761907,1.0,1,0
60000,1,2,2,26,0,0,0,0,0,0,59487,59199,59326,58938,30101,29735,2113,2500,3000,2500,1500,1100,0,0,0,0.0,0,49464.333333333336,2118.8333333333335,296786,12713,0.04283557849763803,0.8244055555555556,49464.333333333336,705.4134721329517,2113,59487,0.035520365794207136,1.0,1,0
50000,1,3,2,25,0,0,0,0,2,2,47727,45926,47095,49485,49083,45187,2100,2200,3500,2000,0,5151,0,2,2,0.6666666666666666,0,47417.166666666664,2491.8333333333335,284503,14951,0.05255129119903832,0.9483433333333333,47417.166666666664,1719.1510017059777,2100,47727,0.04400025143000817,0.9166666666666666,1,0
50000,1,2,2,24,0,0,0,0,0,0,46521,47597,48799,41286,16764,16960,2150,2352,1239,717,585,589,0,0,0,0.0,0,36321.166666666664,1272.0,217927,7632,0.03502090149453716,0.7264233333333333,36321.166666666664,798.1047550290625,2150,46521,0.0462156875389609,1.0,1,0
20000,1,2,2,25,-1,-1,-1,-1,-1,0,390,390,390,390,390,780,390,390,390,390,390,0,0,0,0,0.0,0,455.0,325.0,2730,1950,0.7142857142857143,0.02275,455.0,159.21683328090657,390,390,1.0,1.0,1,0
30000,1,2,2,25,0,0,0,0,0,0,30274,30517,30485,30533,29148,29782,1932,3900,1700,1200,1180,2500,0,0,0,0.0,0,30123.166666666668,2068.6666666666665,180739,12412,0.06867361222536364,1.0041055555555556,30123.166666666668,1023.5949719819196,1932,30274,0.06381713681707075,1.0,1,0
80000,1,2,1,25,1,2,2,0,0,0,80906,82789,80903,80215,63296,49854,3800,6,3636,2646,2000,1830,0,3,2,0.8333333333333334,1,72993.83333333333,2319.6666666666665,437963,13918,0.03177894023011076,0.9124229166666666,72993.83333333333,1394.6775493520595,3800,80906,0.04696808642127902,0.8958333333333334,1,0
20000,1,2,1,25,0,0,0,0,0,0,14447,15455,17562,17322,17119,17350,1552,2659,1419,606,500,1000,0,0,0,0.0,0,16542.5,1289.3333333333333,99255,7736,0.07794065790136517,0.827125,16542.5,791.8963736920801,1552,14447,0.10742714750467225,1.0,1,0
10000,1,2,2,26,0,0,0,0,0,0,8882,9933,9825,17506,16608,9176,1300,2200,1300,320,1820,1000,0,0,0,0.0,0,11988.333333333334,1323.3333333333333,71930,7940,0.11038509662171556,1.1988333333333334,11988.333333333334,652.3087203668725,1300,8882,0.14636343165953614,1.0,1,0
20000,1,4,2,26,0,0,0,0,0,-2,20564,20284,19394,39950,0,0,3055,1467,1096,1000,0,0,0,0,0,0.0,0,16698.666666666668,1103.0,100192,6618,0.06605317789843501,0.8349333333333334,16698.666666666668,1130.1925499665974,3055,20564,0.148560591324645,1.0,1,0
100000,1,1,2,26,0,-1,0,0,-1,0,1544,1049,2067,1944,389,1221,1100,1200,1000,500,1000,1000,1,0,0,0.0,0,1369.0,966.6666666666666,8214,5800,0.7061115169223278,0.01369,1369.0,242.21202832779935,1100,1544,0.7124352331606217,1.0,0,1
50000,1,2,2,23,2,2,0,0,0,0,51246,49758,48456,44116,21247,20066,8,2401,2254,2004,704,707,0,2,2,0.6666666666666666,2,39148.166666666664,1346.3333333333333,234889,8078,0.03439071220874541,0.7829633333333332,39148.166666666664,998.1163592821564,8,51246,0.00015610974515084105,0.9166666666666666,1,0
60000,1,2,2,26,0,0,0,0,0,0,58072,59040,57416,55736,26958,28847,2282,2324,2049,2000,3000,1120,1,0,0,0.0,0,47678.166666666664,2129.1666666666665,286069,12775,0.044657058262167516,0.7946361111111111,47678.166666666664,610.1142242782631,2282,58072,0.03929604628736741,1.0,0,1
400000,1,2,2,27,0,0,0,0,0,0,15330,8626,11470,10745,20737,9545,2501,10009,1437,1105,510,959,0,0,0,0.0,0,12742.166666666666,2753.5,76453,16521,0.2160935476698102,0.031855416666666664,12742.166666666666,3616.9125922532326,2501,15330,0.16314416177429877,1.0,1,0
20000,1,4,2,27,5,4,3,2,2,2,21673,21051,20440,19709,20113,19840,0,0,0,900,0,0,0,6,5,3.0,5,20471.0,150.0,122826,900,0.007327438815885887,1.02355,20471.0,367.4234614174767,0,21673,0.0,0.625,1,0
50000,1,3,2,27,0,0,-2,-2,-1,-1,32590,-100,0,0,70,120,0,100,0,70,200,100,0,0,0,0.0,0,5446.666666666667,78.33333333333333,32680,470,0.01438188494492044,0.10926666666666666,5463.333333333333,74.94442385305705,0,32590,0.0,1.0,1,0
110000,1,2,2,27,0,0,0,0,0,0,102551,103550,105089,107164,105988,108617,5500,6000,6000,4000,5000,4000,0,0,0,0.0,0,105493.16666666667,5083.333333333333,632959,30500,0.048186375420840845,0.9590287878787879,105493.16666666667,917.4239296348591,5500,102551,0.05363185146902517,1.0,1,0
30000,1,3,2,23,0,0,-2,-1,0,0,4443,370,380,590,7704,20204,430,400,601,7504,15005,5674,0,0,0,0.0,0,5615.166666666667,4935.666666666667,33691,29614,0.8789884538897629,0.18717222222222224,5615.166666666667,5799.923884558026,430,4443,0.09678145397254108,1.0,1,0
230000,1,2,2,27,0,0,0,0,0,0,34592,23689,27652,8430,9811,9865,1816,5105,1293,2000,528,3000,0,0,0,0.0,0,19006.5,2290.3333333333335,114039,13742,0.1205026350634432,0.08263695652173914,19006.5,1602.2330250830144,1816,34592,0.05249768732654949,1.0,1,0
20000,1,3,3,23,0,0,0,0,0,0,18455,19990,20215,19298,19807,12294,2000,20000,1612,1121,702,1000,0,0,0,0.0,0,18343.166666666668,4405.833333333333,110059,26435,0.2401893529833998,0.9171583333333334,18343.166666666668,7653.493121880143,2000,18455,0.1083717149823896,1.0,1,0
30000,1,1,2,24,0,0,0,2,0,0,6003,4912,6214,3311,4430,906,1440,2259,0,1500,425,895,0,1,2,0.3333333333333333,0,4296.0,1086.5,25776,6519,0.2529096834264432,0.1432,4296.0,815.528969442533,1440,6003,0.239880059970015,0.9583333333333334,1,0
90000,1,2,2,25,0,0,0,0,0,0,91151,88937,91097,52285,46430,47404,3453,3868,1960,1658,1718,2200,0,0,0,0.0,0,69550.66666666667,2476.1666666666665,417304,14857,0.03560234265667235,0.7727851851851852,69550.66666666667,946.394509000695,3453,91151,0.03788219547783349,1.0,1,0
30000,1,2,2,25,2,0,0,0,0,0,24279,25281,26568,29872,23504,25724,1713,2000,4000,0,3000,1000,1,1,2,0.3333333333333333,2,25871.333333333332,1952.1666666666667,155228,11713,0.07545674749400881,0.8623777777777777,25871.333333333332,1419.058901760835,1713,24279,0.07055480044482887,0.9583333333333334,0,1
20000,1,3,2,24,4,3,2,0,0,0,20569,19927,16371,17291,18001,18706,0,0,1500,1000,1000,836,1,3,4,1.5,4,18477.5,722.6666666666666,110865,4336,0.0391106300455509,0.923875,18477.5,602.5634129837844,0,20569,0.0,0.8125,0,1
20000,1,2,2,24,2,2,2,0,0,-1,17996,19102,19117,19664,10000,4060,2100,1000,1000,1100,4060,0,1,3,2,1.0,2,14989.833333333334,1543.3333333333333,89939,9260,0.10295867198879241,0.7494916666666667,14989.833333333334,1400.8806753848332,2100,17996,0.11669259835519004,0.875,0,1
50000,1,2,2,24,0,0,0,0,0,0,12236,13324,14403,15460,15804,16549,1300,1300,1300,600,1000,602,0,0,0,0.0,0,14629.333333333334,1017.0,87776,6102,0.06951786365293475,0.29258666666666666,14629.333333333334,342.54050855336806,1300,12236,0.10624387054593004,1.0,1,0
80000,1,2,2,25,-1,-1,-1,-1,-1,-1,416,416,416,416,416,416,416,416,416,416,416,416,0,0,0,0.0,0,416.0,416.0,2496,2496,1.0,0.0052,416.0,0.0,416,416,1.0,1.0,1,0
120000,1,1,2,28,-1,-1,-1,-1,-1,-1,231,6665,880,0,4440,4440,6673,880,0,4440,4440,4440,0,0,0,0.0,0,2776.0,3478.8333333333335,16656,20873,1.2531820365033621,0.023133333333333332,2776.0,2523.1108114125045,6673,231,5.0,1.0,1,0
50000,1,2,2,25,-1,-1,-1,-1,0,0,5814,-73,11427,191,7391,6554,0,11500,191,7200,2000,7000,0,0,0,0.0,0,5217.333333333333,4648.5,31304,27891,0.89097239969333,0.10459,5229.5,4636.273665348067,0,5814,0.0,1.0,1,0
200000,1,1,2,26,0,0,0,0,0,0,50124,51122,52533,52772,53441,22246,1830,2235,1447,1069,445,9332,0,0,0,0.0,0,47039.666666666664,2726.3333333333335,282238,16358,0.057958177141277926,0.23519833333333331,47039.666666666664,3294.467584704191,1830,50124,0.036509456547761554,1.0,1,0
150000,1,2,2,25,0,0,0,0,0,0,140662,144334,148016,150128,94834,97487,6000,6000,5176,5000,4002,3628,0,0,0,0.0,0,129243.5,4967.666666666667,775461,29806,0.03843649132580491,0.8616233333333333,129243.5,990.2617162481173,6000,140662,0.04265544354552047,1.0,1,0
360000,1,1,2,24,2,0,0,-2,-2,-2,1188,1803,777,-3,-3,-3,1003,783,0,0,0,0,1,1,2,0.3333333333333333,2,626.5,297.6666666666667,3759,1786,0.4751263633945198,0.0017444444444444445,628.0,466.36151928162633,1003,1188,0.8442760942760943,0.9583333333333334,0,1
60000,1,1,2,25,0,0,2,2,2,0,56918,61210,52757,29209,26403,26969,5914,17,3106,0,1104,1134,0,3,2,1.0,0,42244.333333333336,1879.1666666666667,253466,11275,0.04448328375403407,0.7040722222222222,42244.333333333336,2277.722056500017,5914,56918,0.10390386169577287,0.875,1,0
80000,1,2,2,25,3,2,0,0,-1,-1,79977,78091,80288,82150,319,85,0,3456,3750,319,85,322,0,2,3,0.8333333333333334,3,53485.0,1322.0,320910,7932,0.024717210432831635,0.6685625,53485.0,1773.8659475845404,0,79977,0.0,0.8958333333333334,1,0
320000,1,1,2,25,0,0,0,0,0,0,146183,148703,169920,174315,173032,176016,6206,25006,10025,6506,7006,8006,0,0,0,0.0,0,164694.83333333334,10459.166666666666,988169,62755,0.06350634355054652,0.5146713541666667,164694.83333333334,7258.900754705679,6206,146183,0.042453636879801346,1.0,1,0
140000,1,2,2,25,2,0,0,0,0,0,142697,137269,133767,120287,117183,119575,5010,6377,5604,4160,8239,0,1,1,2,0.3333333333333333,2,128463.0,4898.333333333333,770778,29390,0.03813030470511613,0.9175928571428571,128463.0,2771.1279051438,5010,142697,0.03510935758985823,0.9583333333333334,0,1
20000,1,2,1,26,3,2,2,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1,6,3,2.6666666666666665,3,1050.0,0.0,6300,0,0.0,0.0525,1050.0,0.0,0,1050,0.0,0.6666666666666667,0,1
110000,1,2,2,26,0,-1,-1,2,0,0,60808,196,3290,3089,3601,3396,196,3290,0,563,296,200,0,1,2,0.3333333333333333,0,12396.666666666666,757.5,74380,4545,0.06110513578919064,0.1126969696969697,12396.666666666666,1254.1342432132215,196,60808,0.003223260097355611,0.9583333333333334,1,0
190000,1,2,2,26,0,0,0,2,2,2,45694,52361,43563,40909,50758,36922,9000,8000,0,12000,3000,0,0,3,2,1.0,0,45034.5,5333.333333333333,270207,32000,0.11842772393017205,0.2370236842105263,45034.5,5046.450898073484,9000,45694,0.19696240206591675,0.875,1,0
130000,1,2,2,25,0,0,0,2,2,2,113290,112561,119435,105382,49643,46812,5650,12421,0,7000,0,2000,0,3,2,1.0,0,91187.16666666667,4511.833333333333,547123,27071,0.04947881920518787,0.7014397435897436,91187.16666666667,4838.675455810884,5650,113290,0.04987200988613293,0.875,1,0
160000,1,1,2,26,0,0,0,0,-1,-1,138825,135233,130038,79027,6666,6666,6800,5600,3715,6666,6666,6666,1,0,0,0.0,0,82742.5,6018.833333333333,496455,36113,0.07274173892900666,0.517140625,82742.5,1212.416168923306,6800,138825,0.048982531964703764,1.0,0,1
260000,1,1,2,26,0,0,0,0,0,0,250303,198350,189510,178738,182973,187233,7065,7054,6500,7000,7001,10000,0,0,0,0.0,0,197851.16666666666,7436.666666666667,1187107,44620,0.03758717621916137,0.7609660256410256,197851.16666666666,1273.8190871025079,7065,250303,0.02822579034210537,1.0,1,0
80000,1,1,2,26,-1,-1,-1,-1,-1,-1,7412,945,1096,162,6600,1780,945,1096,163,6600,1780,0,0,0,0,0.0,0,2999.1666666666665,1764.0,17995,10584,0.5881633787163101,0.03748958333333333,2999.1666666666665,2456.7879029334217,945,7412,0.12749595250944415,1.0,1,0
50000,1,2,2,25,0,0,2,2,4,3,28651,41897,43032,47242,46212,45205,14200,2100,5215,0,0,0,1,4,4,1.8333333333333333,0,42039.833333333336,3585.8333333333335,252239,21515,0.08529608823377828,0.8407966666666667,42039.833333333336,5587.432699072685,14200,28651,0.49561969913790094,0.7708333333333334,0,1
100000,1,1,2,26,0,0,0,0,0,0,91189,93383,96301,90858,92724,96030,3500,4300,4400,4000,4700,5000,0,0,0,0.0,0,93414.16666666667,4316.666666666667,560485,25900,0.04620997885759655,0.9341416666666668,93414.16666666667,526.9408568963566,3500,91189,0.03838182236892607,1.0,1,0
20000,1,2,2,27,1,2,0,0,2,2,7326,7060,8240,9582,9279,9971,0,1296,1638,0,844,0,1,4,2,1.1666666666666667,1,8576.333333333334,629.6666666666666,51458,3778,0.0734190990710871,0.4288166666666667,8576.333333333334,734.3180963769494,0,7326,0.0,0.8541666666666666,0,1
210000,1,2,2,27,1,-1,2,0,0,-2,0,628,232,1067,-27,-27,628,0,1000,0,0,0,0,2,2,0.5,1,312.1666666666667,271.3333333333333,1873,1628,0.8691938067271756,0.0015293650793650794,321.1666666666667,436.49818632689266,628,0,0.0,0.9375,1,0
160000,1,2,2,28,0,0,0,0,0,-1,84879,59607,38512,19129,15525,11146,2593,2000,1604,2000,11146,2006,0,0,0,0.0,0,38133.0,3558.1666666666665,228798,21349,0.09330938207501814,0.23833125,38133.0,3730.6974370305975,2593,84879,0.03054937028004571,1.0,1,0
340000,1,1,2,26,0,0,0,0,0,0,241720,221836,206485,196137,196447,195114,8000,10000,10000,8032,8000,8500,0,0,0,0.0,0,209623.16666666666,8755.333333333334,1257739,52532,0.041767012074842236,0.6165387254901961,209623.16666666666,982.6345539755188,8000,241720,0.03309614429918915,1.0,1,0
